x,y,timestamp,username,level,algorithm
10,5,2.01,napat,1,DFS
10,5,2.024,napat,1,DFS
10,5,2.041,napat,1,DFS
10,5,2.058,napat,1,DFS
10,5,2.075,napat,1,DFS
10,5,2.091,napat,1,DFS
10,5,2.108,napat,1,DFS
10,5,2.125,napat,1,DFS
10,5,2.142,napat,1,DFS
10,5,2.158,napat,1,DFS
10,5,2.174,napat,1,DFS
10,5,2.191,napat,1,DFS
10,5,2.21,napat,1,DFS
11,5,2.226,napat,1,DFS
11,5,2.242,napat,1,DFS
11,5,2.258,napat,1,DFS
11,5,2.274,napat,1,DFS
11,5,2.291,napat,1,DFS
11,5,2.308,napat,1,DFS
11,5,2.324,napat,1,DFS
11,5,2.341,napat,1,DFS
11,5,2.357,napat,1,DFS
11,5,2.374,napat,1,DFS
11,5,2.391,napat,1,DFS
11,5,2.408,napat,1,DFS
11,5,2.424,napat,1,DFS
11,6,2.441,napat,1,DFS
11,6,2.458,napat,1,DFS
11,6,2.474,napat,1,DFS
11,6,2.491,napat,1,DFS
11,6,2.507,napat,1,DFS
11,6,2.524,napat,1,DFS
11,6,2.541,napat,1,DFS
11,6,2.558,napat,1,DFS
11,6,2.574,napat,1,DFS
11,6,2.591,napat,1,DFS
11,6,2.608,napat,1,DFS
11,6,2.624,napat,1,DFS
11,6,2.641,napat,1,DFS
11,7,2.658,napat,1,DFS
11,7,2.674,napat,1,DFS
11,7,2.691,napat,1,DFS
11,7,2.708,napat,1,DFS
11,7,2.724,napat,1,DFS
11,7,2.741,napat,1,DFS
11,7,2.757,napat,1,DFS
11,7,2.774,napat,1,DFS
11,7,2.791,napat,1,DFS
11,7,2.807,napat,1,DFS
11,7,2.825,napat,1,DFS
11,7,2.841,napat,1,DFS
11,8,2.858,napat,1,DFS
11,8,2.874,napat,1,DFS
11,8,2.891,napat,1,DFS
11,8,2.908,napat,1,DFS
11,8,2.924,napat,1,DFS
11,8,2.941,napat,1,DFS
11,8,2.958,napat,1,DFS
11,8,2.974,napat,1,DFS
11,8,2.991,napat,1,DFS
11,8,3.008,napat,1,DFS
11,8,3.024,napat,1,DFS
11,8,3.041,napat,1,DFS
