x,y,timestamp,username,level,algorithm
20,3,2.01,kik,1,DFS
20,3,2.023,kik,1,DFS
20,3,2.041,kik,1,DFS
20,3,2.058,kik,1,DFS
20,3,2.075,kik,1,DFS
20,3,2.092,kik,1,DFS
20,3,2.108,kik,1,DFS
20,3,2.126,kik,1,DFS
20,3,2.143,kik,1,DFS
20,3,2.16,kik,1,DFS
20,3,2.177,kik,1,DFS
20,3,2.194,kik,1,DFS
20,4,2.211,kik,1,DFS
20,4,2.228,kik,1,DFS
20,4,2.244,kik,1,DFS
20,4,2.262,kik,1,DFS
20,4,2.279,kik,1,DFS
20,4,2.296,kik,1,DFS
20,4,2.314,kik,1,DFS
20,4,2.331,kik,1,DFS
20,4,2.347,kik,1,DFS
20,4,2.365,kik,1,DFS
20,4,2.381,kik,1,DFS
20,4,2.399,kik,1,DFS
20,5,2.416,kik,1,DFS
20,5,2.434,kik,1,DFS
20,5,2.451,kik,1,DFS
20,5,2.468,kik,1,DFS
20,5,2.484,kik,1,DFS
20,5,2.501,kik,1,DFS
20,5,2.518,kik,1,DFS
20,5,2.534,kik,1,DFS
20,5,2.552,kik,1,DFS
20,5,2.569,kik,1,DFS
20,5,2.586,kik,1,DFS
20,5,2.603,kik,1,DFS
20,6,2.619,kik,1,DFS
20,6,2.637,kik,1,DFS
20,6,2.654,kik,1,DFS
20,6,2.67,kik,1,DFS
20,6,2.688,kik,1,DFS
20,6,2.704,kik,1,DFS
20,6,2.722,kik,1,DFS
20,6,2.739,kik,1,DFS
20,6,2.755,kik,1,DFS
20,6,2.773,kik,1,DFS
20,6,2.79,kik,1,DFS
20,6,2.807,kik,1,DFS
20,7,2.823,kik,1,DFS
20,7,2.841,kik,1,DFS
20,7,2.857,kik,1,DFS
20,7,2.875,kik,1,DFS
20,7,2.891,kik,1,DFS
20,7,2.909,kik,1,DFS
20,7,2.926,kik,1,DFS
20,7,2.943,kik,1,DFS
20,7,2.96,kik,1,DFS
20,7,2.977,kik,1,DFS
20,7,2.994,kik,1,DFS
20,7,3.011,kik,1,DFS
20,8,3.028,kik,1,DFS
20,8,3.045,kik,1,DFS
20,8,3.062,kik,1,DFS
20,8,3.078,kik,1,DFS
20,8,3.094,kik,1,DFS
20,8,3.112,kik,1,DFS
20,8,3.128,kik,1,DFS
20,8,3.146,kik,1,DFS
20,8,3.162,kik,1,DFS
20,8,3.18,kik,1,DFS
20,8,3.197,kik,1,DFS
20,8,3.214,kik,1,DFS
20,9,3.231,kik,1,DFS
20,9,3.247,kik,1,DFS
20,9,3.265,kik,1,DFS
20,9,3.281,kik,1,DFS
20,9,3.298,kik,1,DFS
20,9,3.315,kik,1,DFS
20,9,3.333,kik,1,DFS
20,9,3.35,kik,1,DFS
20,9,3.367,kik,1,DFS
20,9,3.384,kik,1,DFS
20,9,3.4,kik,1,DFS
20,9,3.418,kik,1,DFS
20,10,3.434,kik,1,DFS
20,10,3.452,kik,1,DFS
20,10,3.469,kik,1,DFS
20,10,3.486,kik,1,DFS
20,10,3.503,kik,1,DFS
20,10,3.518,kik,1,DFS
20,10,3.536,kik,1,DFS
20,10,3.553,kik,1,DFS
20,10,3.57,kik,1,DFS
20,10,3.587,kik,1,DFS
20,10,3.604,kik,1,DFS
20,10,3.621,kik,1,DFS
20,11,3.638,kik,1,DFS
20,11,3.655,kik,1,DFS
20,11,3.672,kik,1,DFS
20,11,3.688,kik,1,DFS
20,11,3.706,kik,1,DFS
20,11,3.723,kik,1,DFS
20,11,3.74,kik,1,DFS
20,11,3.757,kik,1,DFS
20,11,3.774,kik,1,DFS
20,11,3.791,kik,1,DFS
20,11,3.808,kik,1,DFS
20,11,3.825,kik,1,DFS
20,12,3.841,kik,1,DFS
20,12,3.859,kik,1,DFS
20,12,3.876,kik,1,DFS
20,12,3.893,kik,1,DFS
20,12,3.91,kik,1,DFS
20,12,3.927,kik,1,DFS
20,12,3.944,kik,1,DFS
20,12,3.96,kik,1,DFS
20,12,3.978,kik,1,DFS
20,12,3.995,kik,1,DFS
20,12,4.012,kik,1,DFS
20,12,4.029,kik,1,DFS
20,13,4.046,kik,1,DFS
20,13,4.062,kik,1,DFS
20,13,4.08,kik,1,DFS
20,13,4.097,kik,1,DFS
20,13,4.114,kik,1,DFS
20,13,4.13,kik,1,DFS
20,13,4.148,kik,1,DFS
20,13,4.164,kik,1,DFS
20,13,4.182,kik,1,DFS
20,13,4.199,kik,1,DFS
20,13,4.216,kik,1,DFS
20,13,4.233,kik,1,DFS
20,14,4.25,kik,1,DFS
20,14,4.267,kik,1,DFS
20,14,4.283,kik,1,DFS
20,14,4.301,kik,1,DFS
20,14,4.318,kik,1,DFS
20,14,4.335,kik,1,DFS
20,14,4.352,kik,1,DFS
20,14,4.369,kik,1,DFS
20,14,4.386,kik,1,DFS
20,14,4.403,kik,1,DFS
20,14,4.42,kik,1,DFS
20,14,4.436,kik,1,DFS
20,15,4.453,kik,1,DFS
20,15,4.469,kik,1,DFS
20,15,4.486,kik,1,DFS
20,15,4.503,kik,1,DFS
20,15,4.52,kik,1,DFS
20,15,4.537,kik,1,DFS
20,15,4.554,kik,1,DFS
20,15,4.571,kik,1,DFS
20,15,4.588,kik,1,DFS
20,15,4.604,kik,1,DFS
20,15,4.621,kik,1,DFS
20,15,4.639,kik,1,DFS
20,16,4.656,kik,1,DFS
20,16,4.672,kik,1,DFS
20,16,4.69,kik,1,DFS
20,16,4.707,kik,1,DFS
20,16,4.724,kik,1,DFS
20,16,4.741,kik,1,DFS
20,16,4.758,kik,1,DFS
20,16,4.775,kik,1,DFS
20,16,4.791,kik,1,DFS
20,16,4.809,kik,1,DFS
20,16,4.826,kik,1,DFS
20,16,4.843,kik,1,DFS
20,17,4.86,kik,1,DFS
20,17,4.877,kik,1,DFS
20,17,4.894,kik,1,DFS
20,17,4.91,kik,1,DFS
20,17,4.928,kik,1,DFS
20,17,4.945,kik,1,DFS
20,17,4.962,kik,1,DFS
20,17,4.979,kik,1,DFS
20,17,4.996,kik,1,DFS
20,17,5.013,kik,1,DFS
20,17,5.029,kik,1,DFS
20,17,5.047,kik,1,DFS
20,18,5.064,kik,1,DFS
20,18,5.08,kik,1,DFS
