x,y,timestamp,username,level,algorithm
20,4,2.003,kuy,5,BFS
20,4,2.019,kuy,5,BFS
20,4,2.036,kuy,5,BFS
20,4,2.052,kuy,5,BFS
20,4,2.069,kuy,5,BFS
20,4,2.086,kuy,5,BFS
20,4,2.103,kuy,5,BFS
20,4,2.121,kuy,5,BFS
20,4,2.137,kuy,5,BFS
20,4,2.154,kuy,5,BFS
20,4,2.171,kuy,5,BFS
20,4,2.188,kuy,5,BFS
20,5,2.205,kuy,5,BFS
20,5,2.222,kuy,5,BFS
20,5,2.239,kuy,5,BFS
20,5,2.256,kuy,5,BFS
20,5,2.273,kuy,5,BFS
20,5,2.29,kuy,5,BFS
20,5,2.308,kuy,5,BFS
20,5,2.324,kuy,5,BFS
20,5,2.341,kuy,5,BFS
20,5,2.358,kuy,5,BFS
20,5,2.375,kuy,5,BFS
20,5,2.393,kuy,5,BFS
20,6,2.409,kuy,5,BFS
20,6,2.426,kuy,5,BFS
20,6,2.443,kuy,5,BFS
20,6,2.46,kuy,5,BFS
20,6,2.478,kuy,5,BFS
20,6,2.494,kuy,5,BFS
20,6,2.511,kuy,5,BFS
20,6,2.528,kuy,5,BFS
20,6,2.545,kuy,5,BFS
20,6,2.563,kuy,5,BFS
20,6,2.579,kuy,5,BFS
20,6,2.596,kuy,5,BFS
20,7,2.614,kuy,5,BFS
20,7,2.63,kuy,5,BFS
20,7,2.647,kuy,5,BFS
20,7,2.665,kuy,5,BFS
20,7,2.682,kuy,5,BFS
20,7,2.698,kuy,5,BFS
20,7,2.715,kuy,5,BFS
20,7,2.732,kuy,5,BFS
20,7,2.749,kuy,5,BFS
20,7,2.767,kuy,5,BFS
20,7,2.783,kuy,5,BFS
20,7,2.8,kuy,5,BFS
20,8,2.818,kuy,5,BFS
20,8,2.835,kuy,5,BFS
20,8,2.851,kuy,5,BFS
20,8,2.869,kuy,5,BFS
20,8,2.886,kuy,5,BFS
20,8,2.903,kuy,5,BFS
20,8,2.92,kuy,5,BFS
20,8,2.936,kuy,5,BFS
20,8,2.953,kuy,5,BFS
20,8,2.969,kuy,5,BFS
20,8,2.986,kuy,5,BFS
20,8,3.004,kuy,5,BFS
20,9,3.02,kuy,5,BFS
20,9,3.037,kuy,5,BFS
20,9,3.054,kuy,5,BFS
20,9,3.071,kuy,5,BFS
20,9,3.089,kuy,5,BFS
20,9,3.105,kuy,5,BFS
20,9,3.122,kuy,5,BFS
20,9,3.139,kuy,5,BFS
20,9,3.156,kuy,5,BFS
20,9,3.174,kuy,5,BFS
20,9,3.19,kuy,5,BFS
20,9,3.208,kuy,5,BFS
20,10,3.225,kuy,5,BFS
20,10,3.241,kuy,5,BFS
20,10,3.258,kuy,5,BFS
20,10,3.275,kuy,5,BFS
20,10,3.293,kuy,5,BFS
20,10,3.31,kuy,5,BFS
20,10,3.327,kuy,5,BFS
20,10,3.343,kuy,5,BFS
20,10,3.36,kuy,5,BFS
20,10,3.377,kuy,5,BFS
20,10,3.395,kuy,5,BFS
20,10,3.411,kuy,5,BFS
20,11,3.428,kuy,5,BFS
20,11,3.445,kuy,5,BFS
20,11,3.462,kuy,5,BFS
20,11,3.479,kuy,5,BFS
20,11,3.497,kuy,5,BFS
20,11,3.514,kuy,5,BFS
20,11,3.531,kuy,5,BFS
20,11,3.547,kuy,5,BFS
20,11,3.565,kuy,5,BFS
20,11,3.581,kuy,5,BFS
20,11,3.598,kuy,5,BFS
20,11,3.616,kuy,5,BFS
20,12,3.632,kuy,5,BFS
20,12,3.649,kuy,5,BFS
20,12,3.666,kuy,5,BFS
20,12,3.683,kuy,5,BFS
20,12,3.7,kuy,5,BFS
20,12,3.717,kuy,5,BFS
20,12,3.735,kuy,5,BFS
20,12,3.752,kuy,5,BFS
20,12,3.768,kuy,5,BFS
20,12,3.785,kuy,5,BFS
20,12,3.802,kuy,5,BFS
20,12,3.819,kuy,5,BFS
20,13,3.836,kuy,5,BFS
20,13,3.853,kuy,5,BFS
20,13,3.87,kuy,5,BFS
20,13,3.887,kuy,5,BFS
20,13,3.904,kuy,5,BFS
20,13,3.921,kuy,5,BFS
20,13,3.939,kuy,5,BFS
20,13,3.956,kuy,5,BFS
20,13,3.973,kuy,5,BFS
20,13,3.989,kuy,5,BFS
20,13,4.006,kuy,5,BFS
20,13,4.023,kuy,5,BFS
20,14,4.04,kuy,5,BFS
20,14,4.057,kuy,5,BFS
20,14,4.074,kuy,5,BFS
20,14,4.091,kuy,5,BFS
20,14,4.109,kuy,5,BFS
20,14,4.125,kuy,5,BFS
20,14,4.142,kuy,5,BFS
20,14,4.159,kuy,5,BFS
20,14,4.176,kuy,5,BFS
20,14,4.193,kuy,5,BFS
20,14,4.21,kuy,5,BFS
20,14,4.228,kuy,5,BFS
20,15,4.245,kuy,5,BFS
20,15,4.262,kuy,5,BFS
20,15,4.28,kuy,5,BFS
20,15,4.297,kuy,5,BFS
20,15,4.313,kuy,5,BFS
20,15,4.33,kuy,5,BFS
20,15,4.347,kuy,5,BFS
20,15,4.364,kuy,5,BFS
20,15,4.381,kuy,5,BFS
20,15,4.398,kuy,5,BFS
20,15,4.415,kuy,5,BFS
20,15,4.432,kuy,5,BFS
20,16,4.45,kuy,5,BFS
20,16,4.467,kuy,5,BFS
20,16,4.483,kuy,5,BFS
20,16,4.5,kuy,5,BFS
20,16,4.517,kuy,5,BFS
20,16,4.534,kuy,5,BFS
20,16,4.551,kuy,5,BFS
20,16,4.569,kuy,5,BFS
20,16,4.585,kuy,5,BFS
20,16,4.602,kuy,5,BFS
20,16,4.619,kuy,5,BFS
20,16,4.637,kuy,5,BFS
20,17,4.655,kuy,5,BFS
20,17,4.671,kuy,5,BFS
20,17,4.688,kuy,5,BFS
20,17,4.705,kuy,5,BFS
20,17,4.722,kuy,5,BFS
20,17,4.74,kuy,5,BFS
20,17,4.757,kuy,5,BFS
20,17,4.773,kuy,5,BFS
20,17,4.79,kuy,5,BFS
20,17,4.807,kuy,5,BFS
20,17,4.825,kuy,5,BFS
20,17,4.842,kuy,5,BFS
20,18,4.859,kuy,5,BFS
20,18,4.875,kuy,5,BFS
20,18,4.892,kuy,5,BFS
20,18,4.909,kuy,5,BFS
20,18,4.927,kuy,5,BFS
20,18,4.944,kuy,5,BFS
20,18,4.961,kuy,5,BFS
20,18,4.977,kuy,5,BFS
20,18,4.993,kuy,5,BFS
20,18,5.01,kuy,5,BFS
20,18,5.027,kuy,5,BFS
20,18,5.044,kuy,5,BFS
20,19,5.062,kuy,5,BFS
20,19,5.079,kuy,5,BFS
20,19,5.095,kuy,5,BFS
20,19,5.112,kuy,5,BFS
20,19,5.129,kuy,5,BFS
20,19,5.147,kuy,5,BFS
20,19,5.164,kuy,5,BFS
20,19,5.181,kuy,5,BFS
20,19,5.198,kuy,5,BFS
20,19,5.215,kuy,5,BFS
20,19,5.232,kuy,5,BFS
20,19,5.25,kuy,5,BFS
20,20,5.267,kuy,5,BFS
20,20,5.283,kuy,5,BFS
20,20,5.3,kuy,5,BFS
20,20,5.318,kuy,5,BFS
20,20,5.335,kuy,5,BFS
20,20,5.351,kuy,5,BFS
20,20,5.368,kuy,5,BFS
20,20,5.386,kuy,5,BFS
20,20,5.403,kuy,5,BFS
20,20,5.419,kuy,5,BFS
20,20,5.436,kuy,5,BFS
20,20,5.453,kuy,5,BFS
20,21,5.47,kuy,5,BFS
20,21,5.487,kuy,5,BFS
20,21,5.504,kuy,5,BFS
20,21,5.521,kuy,5,BFS
20,21,5.539,kuy,5,BFS
20,21,5.556,kuy,5,BFS
20,21,5.572,kuy,5,BFS
20,21,5.589,kuy,5,BFS
20,21,5.606,kuy,5,BFS
20,21,5.624,kuy,5,BFS
20,21,5.641,kuy,5,BFS
20,21,5.657,kuy,5,BFS
20,22,5.673,kuy,5,BFS
20,22,5.69,kuy,5,BFS
20,22,5.707,kuy,5,BFS
20,22,5.724,kuy,5,BFS
20,22,5.741,kuy,5,BFS
20,22,5.758,kuy,5,BFS
20,22,5.776,kuy,5,BFS
20,22,5.793,kuy,5,BFS
20,22,5.809,kuy,5,BFS
20,22,5.826,kuy,5,BFS
20,22,5.843,kuy,5,BFS
20,22,5.86,kuy,5,BFS
20,23,5.877,kuy,5,BFS
20,23,5.894,kuy,5,BFS
20,23,5.911,kuy,5,BFS
20,23,5.928,kuy,5,BFS
20,23,5.945,kuy,5,BFS
20,23,5.963,kuy,5,BFS
20,23,5.98,kuy,5,BFS
20,23,5.997,kuy,5,BFS
20,23,6.014,kuy,5,BFS
20,23,6.031,kuy,5,BFS
20,23,6.048,kuy,5,BFS
20,23,6.064,kuy,5,BFS
20,24,6.081,kuy,5,BFS
20,24,6.099,kuy,5,BFS
20,24,6.115,kuy,5,BFS
20,24,6.133,kuy,5,BFS
20,24,6.15,kuy,5,BFS
20,24,6.167,kuy,5,BFS
20,24,6.185,kuy,5,BFS
20,24,6.202,kuy,5,BFS
20,24,6.218,kuy,5,BFS
20,24,6.235,kuy,5,BFS
20,24,6.252,kuy,5,BFS
20,24,6.27,kuy,5,BFS
20,25,6.287,kuy,5,BFS
20,25,6.304,kuy,5,BFS
20,25,6.32,kuy,5,BFS
20,25,6.337,kuy,5,BFS
20,25,6.354,kuy,5,BFS
20,25,6.371,kuy,5,BFS
20,25,6.389,kuy,5,BFS
20,25,6.406,kuy,5,BFS
20,25,6.422,kuy,5,BFS
20,25,6.439,kuy,5,BFS
20,25,6.456,kuy,5,BFS
20,25,6.473,kuy,5,BFS
20,26,6.49,kuy,5,BFS
20,26,6.508,kuy,5,BFS
20,26,6.525,kuy,5,BFS
20,26,6.542,kuy,5,BFS
20,26,6.558,kuy,5,BFS
20,26,6.575,kuy,5,BFS
20,26,6.592,kuy,5,BFS
20,26,6.609,kuy,5,BFS
20,26,6.627,kuy,5,BFS
20,26,6.643,kuy,5,BFS
20,26,6.661,kuy,5,BFS
20,26,6.677,kuy,5,BFS
20,27,6.695,kuy,5,BFS
20,27,6.711,kuy,5,BFS
20,27,6.728,kuy,5,BFS
20,27,6.744,kuy,5,BFS
20,27,6.762,kuy,5,BFS
20,27,6.778,kuy,5,BFS
20,27,6.795,kuy,5,BFS
20,27,6.813,kuy,5,BFS
20,27,6.83,kuy,5,BFS
20,27,6.846,kuy,5,BFS
20,27,6.863,kuy,5,BFS
20,27,6.88,kuy,5,BFS
20,28,6.897,kuy,5,BFS
20,28,6.914,kuy,5,BFS
20,28,6.931,kuy,5,BFS
20,28,6.948,kuy,5,BFS
20,28,6.965,kuy,5,BFS
20,28,6.983,kuy,5,BFS
20,28,6.999,kuy,5,BFS
20,28,7.016,kuy,5,BFS
20,28,7.033,kuy,5,BFS
20,28,7.05,kuy,5,BFS
20,28,7.067,kuy,5,BFS
20,28,7.084,kuy,5,BFS
20,29,7.102,kuy,5,BFS
20,29,7.118,kuy,5,BFS
20,29,7.136,kuy,5,BFS
20,29,7.152,kuy,5,BFS
20,29,7.17,kuy,5,BFS
20,29,7.186,kuy,5,BFS
20,29,7.203,kuy,5,BFS
20,29,7.22,kuy,5,BFS
20,29,7.237,kuy,5,BFS
20,29,7.255,kuy,5,BFS
20,29,7.273,kuy,5,BFS
20,29,7.289,kuy,5,BFS
20,30,7.306,kuy,5,BFS
20,30,7.323,kuy,5,BFS
20,30,7.34,kuy,5,BFS
20,30,7.358,kuy,5,BFS
20,30,7.375,kuy,5,BFS
20,30,7.392,kuy,5,BFS
20,30,7.408,kuy,5,BFS
20,30,7.425,kuy,5,BFS
20,30,7.442,kuy,5,BFS
20,30,7.458,kuy,5,BFS
20,30,7.475,kuy,5,BFS
20,30,7.491,kuy,5,BFS
20,31,7.508,kuy,5,BFS
20,31,7.524,kuy,5,BFS
20,31,7.541,kuy,5,BFS
20,31,7.558,kuy,5,BFS
20,31,7.576,kuy,5,BFS
20,31,7.593,kuy,5,BFS
20,31,7.609,kuy,5,BFS
20,31,7.626,kuy,5,BFS
20,31,7.644,kuy,5,BFS
20,31,7.66,kuy,5,BFS
20,31,7.677,kuy,5,BFS
20,31,7.695,kuy,5,BFS
20,32,7.712,kuy,5,BFS
20,32,7.728,kuy,5,BFS
20,32,7.745,kuy,5,BFS
20,32,7.762,kuy,5,BFS
20,32,7.779,kuy,5,BFS
20,32,7.797,kuy,5,BFS
20,32,7.813,kuy,5,BFS
20,32,7.83,kuy,5,BFS
20,32,7.847,kuy,5,BFS
